job_id,title,company,city,salary_min,salary_max,currency,date_posted,description
JOB0092,Junior Backend Developer,BluePanda,Bengaluru,525000,1050000,INR,2025-04-23,"We are looking for a Backend Developer to join our team. Required skills: Flask, Django, Redis, Docker, GraphQL, Celery. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0093,Lead Business Analyst,StackForge,Pune,2700000,4050000,INR,2025-02-23,"We are looking for a Business Analyst to join our team. Required skills: Statistics, Python, Excel, Tableau, Data Visualization, A/B Testing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0094,Junior ML Engineer,CloudAxis,Mumbai,600000,1200000,INR,2024-08-12,"We are looking for a ML Engineer to join our team. Required skills: Docker, Feature Stores, AWS, Kubernetes, Azure, Model Serving. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0095,Lead Data Engineer,StackForge,Delhi,3450000,5174999,INR,2025-01-28,"We are looking for a Data Engineer to join our team. Required skills: DBT, Spark, AWS, GCP, Snowflake, Airflow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0096,Lead Backend Developer,BluePanda,Mumbai,3150000,4725000,INR,2024-09-02,"We are looking for a Backend Developer to join our team. Required skills: GraphQL, Flask, Docker, PostgreSQL, Django, Celery. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0097,Lead Data Engineer,InSight Labs,Delhi,3450000,5174999,INR,2024-10-14,"We are looking for a Data Engineer to join our team. Required skills: ETL, Data Warehousing, Redshift, Spark, AWS, Python. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0098,Junior Backend Developer,AlgoSphere,Mumbai,525000,1050000,INR,2024-10-23,"We are looking for a Backend Developer to join our team. Required skills: Redis, Django, Celery, Unit Testing, Python, GraphQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0099,Junior Full Stack Developer,CloudAxis,Delhi,500000,1000000,INR,2025-01-26,"We are looking for a Full Stack Developer to join our team. Required skills: MongoDB, Express, REST, PostgreSQL, TypeScript, Docker. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0100,Senior Business Analyst,BluePanda,Mumbai,1800000,3150000,INR,2024-12-05,"We are looking for a Business Analyst to join our team. Required skills: Statistics, SQL, Data Visualization, Python, Excel, Power BI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0101,Junior Business Analyst,BluePanda,Bengaluru,450000,900000,INR,2024-09-03,"We are looking for a Business Analyst to join our team. Required skills: Excel, Statistics, Python, Storytelling, Power BI, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0102,Senior Data Engineer,StackForge,Bengaluru,2300000,4025000,INR,2025-05-27,"We are looking for a Data Engineer to join our team. Required skills: Airflow, ETL, Spark, Hadoop, GCP, Redshift. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0103,Mid Business Analyst,CloudAxis,Hyderabad,900000,1800000,INR,2025-06-05,"We are looking for a Business Analyst to join our team. Required skills: Excel, A/B Testing, Data Visualization, Storytelling, Python, Tableau. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0104,Senior ML Engineer,InSight Labs,Hyderabad,2400000,4200000,INR,2025-07-23,"We are looking for a ML Engineer to join our team. Required skills: GCP, Docker, CI/CD, Python, Model Serving, Feature Stores. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0105,Lead Backend Developer,DataWorks,Hyderabad,3150000,4725000,INR,2025-04-01,"We are looking for a Backend Developer to join our team. Required skills: GraphQL, Docker, REST, PostgreSQL, Unit Testing, FastAPI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0106,Lead Data Engineer,BluePanda,Hyderabad,3450000,5174999,INR,2025-08-04,"We are looking for a Data Engineer to join our team. Required skills: SQL, Hadoop, ETL, Azure, Airflow, Kafka. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0107,Senior Data Engineer,BluePanda,Bengaluru,2300000,4025000,INR,2025-01-04,"We are looking for a Data Engineer to join our team. Required skills: Python, Azure, Data Warehousing, DBT, Redshift, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0108,Mid ML Engineer,AlgoSphere,Mumbai,1200000,2400000,INR,2025-06-28,"We are looking for a ML Engineer to join our team. Required skills: CI/CD, MLOps, FastAPI, Docker, PyTorch, TensorFlow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0109,Lead Business Analyst,StackForge,Bengaluru,2700000,4050000,INR,2025-01-25,"We are looking for a Business Analyst to join our team. Required skills: SQL, Storytelling, Statistics, Excel, Python, Power BI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0110,Mid Business Analyst,CloudAxis,Chennai,900000,1800000,INR,2024-12-20,"We are looking for a Business Analyst to join our team. Required skills: Power BI, Storytelling, Data Visualization, A/B Testing, Python, Excel. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0111,Junior Full Stack Developer,AlgoSphere,Pune,500000,1000000,INR,2025-05-23,"We are looking for a Full Stack Developer to join our team. Required skills: MongoDB, TypeScript, React, Node, PostgreSQL, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0112,Junior Data Engineer,BluePanda,Bengaluru,575000,1150000,INR,2025-06-06,"We are looking for a Data Engineer to join our team. Required skills: Kafka, GCP, SQL, AWS, Airflow, DBT. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0113,Junior Full Stack Developer,AlgoSphere,Delhi,500000,1000000,INR,2024-12-02,"We are looking for a Full Stack Developer to join our team. Required skills: CI/CD, Node, MongoDB, JavaScript, REST, Express. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0114,Senior Business Analyst,InSight Labs,Bengaluru,1800000,3150000,INR,2025-04-20,"We are looking for a Business Analyst to join our team. Required skills: A/B Testing, Excel, Statistics, SQL, Storytelling, Power BI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0115,Mid Data Scientist,NeoByte,Bengaluru,1100000,2200000,INR,2025-06-07,"We are looking for a Data Scientist to join our team. Required skills: Machine Learning, Deep Learning, PyTorch, Data Visualization, NLP, Power BI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0116,Lead Business Analyst,CloudAxis,Delhi,2700000,4050000,INR,2025-07-30,"We are looking for a Business Analyst to join our team. Required skills: Excel, Statistics, Data Visualization, Tableau, Power BI, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0117,Lead Data Engineer,InSight Labs,Hyderabad,3450000,5174999,INR,2025-07-07,"We are looking for a Data Engineer to join our team. Required skills: Hadoop, Airflow, SQL, Data Warehousing, Redshift, GCP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0118,Senior Data Engineer,BluePanda,Bengaluru,2300000,4025000,INR,2024-09-05,"We are looking for a Data Engineer to join our team. Required skills: Hadoop, SQL, AWS, Redshift, DBT, Python. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0119,Mid Data Engineer,CloudAxis,Hyderabad,1150000,2300000,INR,2024-12-08,"We are looking for a Data Engineer to join our team. Required skills: SQL, Redshift, GCP, Hadoop, Azure, Data Warehousing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0120,Senior Data Engineer,TechNova,Hyderabad,2300000,4025000,INR,2024-10-06,"We are looking for a Data Engineer to join our team. Required skills: DBT, Spark, Redshift, GCP, Kafka, Snowflake. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0121,Junior Business Analyst,CloudAxis,Bengaluru,450000,900000,INR,2024-12-24,"We are looking for a Business Analyst to join our team. Required skills: Storytelling, Tableau, Data Visualization, Power BI, SQL, Excel. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0122,Junior Data Scientist,BluePanda,Hyderabad,550000,1100000,INR,2025-06-10,"We are looking for a Data Scientist to join our team. Required skills: Matplotlib, Pandas, Deep Learning, Seaborn, PyTorch, NLP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0123,Junior Data Scientist,NeoByte,Chennai,550000,1100000,INR,2025-07-06,"We are looking for a Data Scientist to join our team. Required skills: Matplotlib, Seaborn, Data Visualization, NLP, TensorFlow, Deep Learning. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0124,Lead Data Scientist,InSight Labs,Bengaluru,3300000,4950000,INR,2024-09-21,"We are looking for a Data Scientist to join our team. Required skills: Machine Learning, Data Visualization, Pandas, Deep Learning, Matplotlib, Seaborn. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0125,Junior Data Engineer,CloudAxis,Mumbai,575000,1150000,INR,2025-08-10,"We are looking for a Data Engineer to join our team. Required skills: Spark, Kafka, Azure, Data Warehousing, Snowflake, GCP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0126,Lead Data Engineer,StackForge,Chennai,3450000,5174999,INR,2024-11-29,"We are looking for a Data Engineer to join our team. Required skills: GCP, Azure, ETL, SQL, Data Warehousing, DBT. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0127,Lead Full Stack Developer,NeoByte,Chennai,3000000,4500000,INR,2025-03-17,"We are looking for a Full Stack Developer to join our team. Required skills: REST, MongoDB, PostgreSQL, Git, TypeScript, React. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0128,Senior Data Engineer,StackForge,Delhi,2300000,4025000,INR,2024-09-27,"We are looking for a Data Engineer to join our team. Required skills: Spark, Data Warehousing, AWS, SQL, Redshift, Azure. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0129,Mid Full Stack Developer,AlgoSphere,Bengaluru,1000000,2000000,INR,2024-10-12,"We are looking for a Full Stack Developer to join our team. Required skills: Docker, JavaScript, Git, AWS, REST, MongoDB. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0130,Junior Full Stack Developer,BluePanda,Pune,500000,1000000,INR,2025-04-27,"We are looking for a Full Stack Developer to join our team. Required skills: Express, Git, AWS, REST, TypeScript, CI/CD. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0131,Mid ML Engineer,InSight Labs,Hyderabad,1200000,2400000,INR,2024-12-31,"We are looking for a ML Engineer to join our team. Required skills: Model Serving, TensorFlow, Kubernetes, Azure, Airflow, Feature Stores. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0132,Junior Backend Developer,BluePanda,Hyderabad,525000,1050000,INR,2025-01-16,"We are looking for a Backend Developer to join our team. Required skills: Docker, REST, Python, FastAPI, Redis, GraphQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0133,Mid Data Engineer,TechNova,Pune,1150000,2300000,INR,2024-10-22,"We are looking for a Data Engineer to join our team. Required skills: DBT, Spark, Azure, Data Warehousing, ETL, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0134,Junior Business Analyst,TechNova,Delhi,450000,900000,INR,2024-10-30,"We are looking for a Business Analyst to join our team. Required skills: Python, Tableau, Statistics, A/B Testing, Storytelling, Power BI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0135,Junior Data Engineer,AlgoSphere,Pune,575000,1150000,INR,2024-12-28,"We are looking for a Data Engineer to join our team. Required skills: Python, Spark, Redshift, Azure, DBT, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0136,Lead Full Stack Developer,BluePanda,Delhi,3000000,4500000,INR,2025-04-30,"We are looking for a Full Stack Developer to join our team. Required skills: Git, MongoDB, PostgreSQL, Express, Node, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0137,Junior Data Scientist,BluePanda,Pune,550000,1100000,INR,2025-07-18,"We are looking for a Data Scientist to join our team. Required skills: TensorFlow, Data Visualization, Tableau, SQL, Deep Learning, NLP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0138,Lead Data Engineer,NeoByte,Bengaluru,3450000,5174999,INR,2024-10-20,"We are looking for a Data Engineer to join our team. Required skills: Azure, Python, Redshift, Hadoop, Kafka, Data Warehousing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0139,Junior Data Engineer,AlgoSphere,Pune,575000,1150000,INR,2025-02-21,"We are looking for a Data Engineer to join our team. Required skills: Python, AWS, Snowflake, ETL, Spark, Azure. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0140,Senior Backend Developer,NeoByte,Delhi,2100000,3675000,INR,2024-09-19,"We are looking for a Backend Developer to join our team. Required skills: Django, PostgreSQL, Python, Docker, Celery, Flask. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0141,Lead Data Engineer,BluePanda,Mumbai,3450000,5174999,INR,2024-08-21,"We are looking for a Data Engineer to join our team. Required skills: Snowflake, Data Warehousing, ETL, Kafka, SQL, DBT. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0142,Senior Data Engineer,InSight Labs,Hyderabad,2300000,4025000,INR,2025-05-06,"We are looking for a Data Engineer to join our team. Required skills: SQL, ETL, DBT, Hadoop, Redshift, Azure. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0143,Senior Data Scientist,StackForge,Chennai,2200000,3850000,INR,2025-07-01,"We are looking for a Data Scientist to join our team. Required skills: Scikit-learn, PyTorch, Seaborn, NumPy, Pandas, NLP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0144,Senior Data Scientist,NeoByte,Mumbai,2200000,3850000,INR,2024-10-24,"We are looking for a Data Scientist to join our team. Required skills: PyTorch, Matplotlib, Data Visualization, NumPy, Scikit-learn, Pandas. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0145,Mid Data Engineer,CloudAxis,Hyderabad,1150000,2300000,INR,2025-04-05,"We are looking for a Data Engineer to join our team. Required skills: Redshift, DBT, Data Warehousing, SQL, Spark, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0146,Senior Backend Developer,InSight Labs,Mumbai,2100000,3675000,INR,2025-03-25,"We are looking for a Backend Developer to join our team. Required skills: Unit Testing, GraphQL, FastAPI, Redis, Python, Flask. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0147,Junior Business Analyst,StackForge,Pune,450000,900000,INR,2024-09-09,"We are looking for a Business Analyst to join our team. Required skills: Storytelling, Excel, Power BI, Tableau, Python, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0148,Junior Data Engineer,DataWorks,Pune,575000,1150000,INR,2024-09-01,"We are looking for a Data Engineer to join our team. Required skills: Azure, DBT, GCP, ETL, AWS, Snowflake. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0149,Senior Full Stack Developer,NeoByte,Mumbai,2000000,3500000,INR,2024-10-02,"We are looking for a Full Stack Developer to join our team. Required skills: Git, MongoDB, Docker, React, JavaScript, Node. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0150,Mid Data Engineer,DataWorks,Delhi,1150000,2300000,INR,2025-05-05,"We are looking for a Data Engineer to join our team. Required skills: Python, Hadoop, Snowflake, AWS, Data Warehousing, GCP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0151,Senior Backend Developer,AlgoSphere,Hyderabad,2100000,3675000,INR,2024-09-06,"We are looking for a Backend Developer to join our team. Required skills: REST, PostgreSQL, Docker, GraphQL, Redis, Unit Testing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0152,Junior Business Analyst,AlgoSphere,Delhi,450000,900000,INR,2024-12-18,"We are looking for a Business Analyst to join our team. Required skills: Storytelling, Excel, Data Visualization, Python, Tableau, Power BI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0153,Senior Business Analyst,CloudAxis,Delhi,1800000,3150000,INR,2025-06-11,"We are looking for a Business Analyst to join our team. Required skills: Excel, Power BI, Statistics, A/B Testing, Tableau, Python. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0154,Lead Business Analyst,StackForge,Bengaluru,2700000,4050000,INR,2025-07-07,"We are looking for a Business Analyst to join our team. Required skills: Storytelling, Power BI, Python, A/B Testing, Data Visualization, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0155,Junior Business Analyst,AlgoSphere,Chennai,450000,900000,INR,2024-11-17,"We are looking for a Business Analyst to join our team. Required skills: Storytelling, Data Visualization, Excel, A/B Testing, Power BI, Tableau. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0156,Junior ML Engineer,CloudAxis,Hyderabad,600000,1200000,INR,2024-08-30,"We are looking for a ML Engineer to join our team. Required skills: Docker, Feature Stores, TensorFlow, Azure, CI/CD, FastAPI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0157,Lead Business Analyst,CloudAxis,Pune,2700000,4050000,INR,2025-03-23,"We are looking for a Business Analyst to join our team. Required skills: Power BI, Python, Excel, Storytelling, Data Visualization, A/B Testing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0158,Mid Data Scientist,AlgoSphere,Chennai,1100000,2200000,INR,2025-05-11,"We are looking for a Data Scientist to join our team. Required skills: Deep Learning, SQL, TensorFlow, Matplotlib, Power BI, Scikit-learn. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0159,Mid ML Engineer,InSight Labs,Pune,1200000,2400000,INR,2025-02-22,"We are looking for a ML Engineer to join our team. Required skills: Kubernetes, CI/CD, FastAPI, GCP, Feature Stores, Docker. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0160,Mid Backend Developer,BluePanda,Mumbai,1050000,2100000,INR,2025-04-14,"We are looking for a Backend Developer to join our team. Required skills: Flask, Docker, FastAPI, REST, Python, GraphQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0161,Junior Data Engineer,DataWorks,Mumbai,575000,1150000,INR,2024-10-25,"We are looking for a Data Engineer to join our team. Required skills: Kafka, SQL, Spark, DBT, AWS, GCP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0162,Lead Full Stack Developer,NeoByte,Bengaluru,3000000,4500000,INR,2025-02-18,"We are looking for a Full Stack Developer to join our team. Required skills: REST, JavaScript, PostgreSQL, CI/CD, Git, Express. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0163,Senior ML Engineer,DataWorks,Chennai,2400000,4200000,INR,2024-10-20,"We are looking for a ML Engineer to join our team. Required skills: MLOps, Python, Kubernetes, TensorFlow, Airflow, PyTorch. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0164,Mid Data Scientist,InSight Labs,Pune,1100000,2200000,INR,2024-09-20,"We are looking for a Data Scientist to join our team. Required skills: Seaborn, Matplotlib, Deep Learning, Power BI, SQL, Python. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0165,Mid Data Scientist,NeoByte,Pune,1100000,2200000,INR,2025-01-05,"We are looking for a Data Scientist to join our team. Required skills: NLP, Matplotlib, SQL, Power BI, Machine Learning, Pandas. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0166,Junior ML Engineer,DataWorks,Pune,600000,1200000,INR,2024-10-06,"We are looking for a ML Engineer to join our team. Required skills: MLOps, AWS, CI/CD, FastAPI, GCP, TensorFlow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0167,Mid Full Stack Developer,TechNova,Mumbai,1000000,2000000,INR,2025-02-07,"We are looking for a Full Stack Developer to join our team. Required skills: AWS, React, Express, PostgreSQL, JavaScript, Git. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0168,Mid ML Engineer,BluePanda,Mumbai,1200000,2400000,INR,2025-05-07,"We are looking for a ML Engineer to join our team. Required skills: CI/CD, Model Serving, TensorFlow, Azure, Kubernetes, Airflow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0169,Lead Backend Developer,TechNova,Mumbai,3150000,4725000,INR,2024-08-19,"We are looking for a Backend Developer to join our team. Required skills: Redis, Python, PostgreSQL, GraphQL, FastAPI, Unit Testing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0170,Mid Data Engineer,AlgoSphere,Bengaluru,1150000,2300000,INR,2024-10-18,"We are looking for a Data Engineer to join our team. Required skills: Snowflake, Data Warehousing, Redshift, SQL, Azure, Airflow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0171,Mid Data Scientist,AlgoSphere,Pune,1100000,2200000,INR,2024-10-19,"We are looking for a Data Scientist to join our team. Required skills: Tableau, Seaborn, Data Visualization, Deep Learning, Matplotlib, NumPy. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0172,Junior Data Scientist,InSight Labs,Delhi,550000,1100000,INR,2025-01-16,"We are looking for a Data Scientist to join our team. Required skills: TensorFlow, Scikit-learn, Python, Tableau, Seaborn, PyTorch. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0173,Senior Backend Developer,InSight Labs,Chennai,2100000,3675000,INR,2025-07-12,"We are looking for a Backend Developer to join our team. Required skills: Python, Flask, REST, GraphQL, PostgreSQL, Unit Testing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0174,Senior Data Engineer,DataWorks,Pune,2300000,4025000,INR,2024-11-14,"We are looking for a Data Engineer to join our team. Required skills: ETL, DBT, Snowflake, AWS, Redshift, Airflow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0175,Senior Full Stack Developer,InSight Labs,Delhi,2000000,3500000,INR,2025-06-15,"We are looking for a Full Stack Developer to join our team. Required skills: Docker, Express, TypeScript, PostgreSQL, Git, Node. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0176,Senior ML Engineer,StackForge,Mumbai,2400000,4200000,INR,2025-03-27,"We are looking for a ML Engineer to join our team. Required skills: TensorFlow, Model Serving, Kubernetes, CI/CD, Docker, FastAPI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0177,Mid Backend Developer,BluePanda,Delhi,1050000,2100000,INR,2025-06-21,"We are looking for a Backend Developer to join our team. Required skills: Redis, GraphQL, Unit Testing, Python, Docker, FastAPI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0178,Junior Full Stack Developer,TechNova,Pune,500000,1000000,INR,2024-10-23,"We are looking for a Full Stack Developer to join our team. Required skills: CI/CD, AWS, PostgreSQL, REST, React, JavaScript. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0179,Junior Backend Developer,InSight Labs,Delhi,525000,1050000,INR,2025-05-28,"We are looking for a Backend Developer to join our team. Required skills: FastAPI, Django, Flask, GraphQL, Unit Testing, Celery. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0180,Lead Data Scientist,CloudAxis,Mumbai,3300000,4950000,INR,2025-05-09,"We are looking for a Data Scientist to join our team. Required skills: PyTorch, Power BI, Deep Learning, Pandas, SQL, NumPy. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0181,Senior Data Engineer,AlgoSphere,Chennai,2300000,4025000,INR,2025-02-25,"We are looking for a Data Engineer to join our team. Required skills: Hadoop, SQL, Python, Spark, AWS, GCP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0182,Senior Backend Developer,StackForge,Bengaluru,2100000,3675000,INR,2024-10-19,"We are looking for a Backend Developer to join our team. Required skills: Redis, Flask, REST, Unit Testing, Django, Python. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0183,Lead Data Scientist,CloudAxis,Chennai,3300000,4950000,INR,2025-08-09,"We are looking for a Data Scientist to join our team. Required skills: Pandas, Seaborn, Data Visualization, PyTorch, Tableau, Matplotlib. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
